message_id,message_text,message_length,word_count,num_urls,num_digits,num_special_chars,spam_keyword_score,legit_keyword_score,sender_activity_score,sender_account_age_days,messages_sent_last_24h,timestamp,hour_of_day,day_of_week,spam_label
901676,Please find the attached invoice for the updated proposal. Appreciate it.,73,11,0,0,0,0,1,47.4,228.0,5.0,2025-11-04 08:00:00,8,1,0
903575,Thanks for your help on the project update. the quarterly review. Appreciate it.,80,13,0,0,0,0,1,58.4,,5.0,2025-11-15 09:00:00,9,5,0
904955,Thanks for your help on the project update. next Monday. Thanks.,64,11,0,0,0,0,1,38.9,331.0,5.0,2025-10-28 03:00:00,3,1,0
904412,Can you send the report by end of day? 10:30 AM. Let me know.,61,14,0,4,0,0,1,54.7,336.0,5.0,2025-12-03 05:00:00,5,2,0
901747,Let's catch up tomorrow regarding the timeline. 10:30 AM. Thanks.,65,10,0,4,0,0,0,,139.0,7.0,2025-10-25 08:00:00,8,5,0
900331,Could you review the document and share feedback? the updated proposal. Appreciate it.,86,13,0,0,0,0,1,54.2,160.0,3.0,2025-11-26 12:00:00,12,2,0
903520,Here are the notes from today's discussion. the quarterly review. Let me know.,78,13,0,0,0,0,1,41.5,472.0,3.0,2025-10-27 11:00:00,11,0,0
904598,Payment received successfully for your subscription. next Monday. Thanks.,73,9,0,0,0,0,1,58.2,568.0,8.0,2025-12-03 07:00:00,7,2,0
902729,Please find the attached invoice for next Monday. Thanks.,57,9,0,0,0,0,1,25.7,358.0,6.0,2025-11-13 19:00:00,19,3,0
900623,Reminder: your appointment is confirmed for 10:30 AM. Regards.,62,9,0,4,0,0,1,57.5,136.0,8.0,2025-12-09 03:00:00,3,1,0
901973,Click here to verify your account free gift cards ASAP! https://tinyurl.com/7100,80,11,1,4,1,3,0,40.2,20.0,20.0,2025-12-04 02:00:00,2,3,1
902523,Click here to verify your account exclusive bonus ASAP! http://promo.example/5581,81,10,1,4,1,3,0,53.0,127.0,26.0,2025-12-01 13:00:00,13,0,1
903723,Your order has been shipped and will arrive by the quarterly review. Please confirm.,84,14,0,0,0,0,1,53.7,312.0,4.0,2025-12-22 17:00:00,17,0,0
903151,Payment received successfully for your subscription. the quarterly review. Thanks.,82,10,0,0,0,0,1,18.9,200.0,7.0,2025-12-06 03:00:00,3,5,0
902139,Can you send the report by end of day? next Monday. Regards.,60,12,0,0,0,0,1,20.2,157.0,5.0,2025-11-26 07:00:00,7,2,0
904506,Reminder: your appointment is confirmed for the quarterly review. Appreciate it. https://company.portal/docs/9692,113,12,1,4,0,0,1,31.6,564.0,12.0,2025-11-26 18:00:00,18,2,0
904944,Let's catch up tomorrow regarding the timeline. the quarterly review. Thanks.,77,11,0,0,0,0,0,52.6,726.0,4.0,2025-12-08 12:00:00,12,0,0
900756,Can you send the report by end of day? the quarterly review. Let me know.,73,15,0,0,0,0,1,71.4,175.0,8.0,2025-11-25 18:00:00,18,1,0
900519,Click here to verify your account instant cashback limited time! http://promo.example/5196,90,11,1,4,1,3,0,63.0,83.0,18.0,2025-11-07 21:00:00,21,4,1
904458,Thanks for your help on the project update. 10:30 AM. Please confirm.,69,12,0,4,0,0,1,45.4,455.0,7.0,2025-12-23 21:00:00,21,1,0
900033,"Hi, can we reschedule our meeting to the updated proposal. Thanks.",66,11,0,0,0,0,2,60.3,198.0,5.0,2025-11-21 00:00:00,0,4,0
903432,Can you send the report by end of day? next Monday. Regards.,60,12,0,0,0,0,1,56.4,513.0,6.0,2025-12-16 00:00:00,0,1,0
902747,Let's catch up tomorrow regarding the timeline. Friday evening. Let me know.,76,12,0,0,0,0,0,12.9,210.0,4.0,2025-12-01 05:00:00,5,0,0
901158,Click here to verify your account a brand new phone limited time! https://tinyurl.com/9078,90,13,1,4,1,2,0,51.7,67.0,23.0,2025-12-19 05:00:00,5,4,1
901648,Here are the notes from today's discussion. the quarterly review. Regards.,74,11,0,0,0,0,1,87.3,468.0,4.0,2025-11-23 02:00:00,2,6,0
900745,Here are the notes from today's discussion. Friday evening. Regards.,68,10,0,0,0,0,1,34.2,157.0,9.0,2025-11-06 18:00:00,18,3,0
901607,Act fast! Your account will be suspended unless a brand new phone now! http://promo.example/3566,96,14,1,4,2,0,0,61.7,32.0,15.0,2025-11-17 01:00:00,1,0,1
904089,You've been selected for a cash prize of a brand new phone today only! http://promo.example/7737,96,15,1,4,1,2,0,32.3,187.0,10.0,2025-11-01 21:00:00,21,5,1
904865,Thanks for your help on the project update. the updated proposal. Thanks.,73,12,0,0,0,0,1,68.9,179.0,4.0,2025-11-19 23:00:00,23,2,0
902861,Here are the notes from today's discussion. the updated proposal. Let me know.,78,13,0,0,0,0,1,68.4,110.0,10.0,2025-10-31 01:00:00,1,4,0
900784,Reminder: your appointment is confirmed for next Monday. Thanks.,64,9,0,0,0,0,1,64.0,128.0,9.0,2025-11-03 06:00:00,6,0,0
902283,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,69.3,299.0,4.0,2025-12-08 23:00:00,23,0,0
902891,Payment received successfully for your subscription. next Monday. Appreciate it.,80,10,0,0,0,0,1,53.9,407.0,6.0,2025-12-22 17:00:00,17,0,0
900230,Payment received successfully for your subscription. Friday evening. Please confirm.,84,10,0,0,0,0,1,52.6,467.0,7.0,2025-12-15 09:00:00,9,0,0
900858,Let's catch up tomorrow regarding the timeline. 10:30 AM. Please confirm. https://company.portal/docs/1696,106,12,1,8,0,0,0,79.7,607.0,7.0,2025-10-30 04:00:00,4,3,0
901718,Could you review the document and share feedback? 10:30 AM. Please confirm. https://company.portal/docs/2051,108,13,1,8,0,0,1,72.2,157.0,6.0,2025-11-24 23:00:00,23,0,0
901402,Earn money from home instantly free gift cards now!,51,9,0,0,1,1,0,59.1,69.0,17.0,2025-12-23 19:00:00,19,1,1
902562,Reminder: your appointment is confirmed for 10:30 AM. Appreciate it.,68,10,0,4,0,0,1,68.5,115.0,4.0,2025-10-26 08:00:00,8,6,0
900409,Could you review the document and share feedback? next Monday. Thanks.,70,11,0,0,0,0,1,55.7,715.0,8.0,2025-11-28 09:00:00,9,4,0
900171,Thanks for your help on the project update. the quarterly review. Let me know.,78,14,0,0,0,0,1,30.3,457.0,5.0,2025-11-24 19:00:00,19,0,0
900541,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,17.3,450.0,10.0,2025-11-25 23:00:00,23,1,0
902707,"Exclusive deal just for you ₹50,000 today only! http://bit.ly/2992",66,9,1,9,1,0,0,60.5,77.0,25.0,2025-12-15 18:00:00,18,0,1
903131,Click here to verify your account free gift cards ASAP! http://promo.example/1531,81,11,1,4,1,3,0,94.9,168.0,15.0,2025-12-18 22:00:00,22,3,1
902785,Reminder: your appointment is confirmed for the updated proposal. Appreciate it.,80,11,0,0,0,0,1,28.4,106.0,10.0,2025-10-28 17:00:00,17,1,0
900614,Reminder: your appointment is confirmed for the updated proposal. Let me know.,78,12,0,0,0,0,1,67.1,343.0,6.0,2025-12-03 21:00:00,21,2,0
903254,Could you review the document and share feedback? the quarterly review. Thanks.,79,12,0,0,0,0,1,5.0,208.0,11.0,2025-10-28 00:00:00,0,1,0
902073,Click here to verify your account a brand new phone limited time! http://bit.ly/1943,84,13,1,4,1,2,0,66.4,62.0,18.0,2025-11-05 08:00:00,8,2,1
903743,"Hi, can we reschedule our meeting to next Monday. Appreciate it.",64,11,0,0,0,0,2,81.6,329.0,12.0,2025-10-29 18:00:00,18,2,0
901162,Payment received successfully for your subscription. Friday evening. Let me know.,81,11,0,0,0,0,1,55.1,156.0,6.0,2025-12-06 17:00:00,17,5,0
902232,Can you send the report by end of day? the quarterly review. Regards.,69,13,0,0,0,0,1,57.7,495.0,5.0,2025-12-14 13:00:00,13,6,0
903997,Could you review the document and share feedback? next Monday. Thanks.,70,11,0,0,0,0,1,50.8,414.0,4.0,2025-11-06 04:00:00,4,3,0
901841,Reminder: your appointment is confirmed for Friday evening. Regards.,68,9,0,0,0,0,1,26.1,610.0,8.0,2025-11-22 02:00:00,2,5,0
901859,Thanks for your help on the project update. the updated proposal. Let me know.,78,14,0,0,0,0,1,57.3,376.0,7.0,2025-11-22 03:00:00,3,5,0
901667,"Hi, can we reschedule our meeting to the updated proposal. Thanks.",66,11,0,0,0,0,2,80.1,465.0,10.0,2025-11-29 00:00:00,0,5,0
902385,Reminder: your appointment is confirmed for the quarterly review. Please confirm.,81,11,0,0,0,0,1,54.7,520.0,6.0,2025-12-24 00:00:00,0,2,0
900565,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,50.1,374.0,6.0,2025-12-22 01:00:00,1,0,0
903886,Your order has been shipped and will arrive by 10:30 AM. Please confirm.,72,13,0,4,0,0,1,22.1,154.0,8.0,2025-12-15 07:00:00,7,0,0
904421,Please find the attached invoice for Friday evening. Thanks.,60,9,0,0,0,0,1,59.3,403.0,6.0,2025-12-01 18:00:00,18,0,0
902064,Here are the notes from today's discussion. next Monday. Let me know.,69,12,0,0,0,0,1,31.8,251.0,3.0,2025-12-23 10:00:00,10,1,0
902388,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,19.0,323.0,5.0,2025-12-17 12:00:00,12,2,0
901581,Can you send the report by end of day? 10:30 AM. Appreciate it.,63,13,0,4,0,0,1,33.7,254.0,9.0,2025-12-09 21:00:00,21,1,0
904383,Can you send the report by end of day? 10:30 AM. Please confirm. https://company.portal/docs/5093,97,14,1,8,0,0,1,17.9,689.0,7.0,2025-12-10 16:00:00,16,2,0
905127,Payment received successfully for your subscription. 10:30 AM. Regards. https://company.portal/docs/1757,104,10,1,8,0,0,1,33.2,510.0,2.0,2025-12-20 01:00:00,1,5,0
903784,Here are the notes from today's discussion. Friday evening. Regards.,68,10,0,0,0,0,1,69.8,119.0,9.0,2025-10-26 12:00:00,12,6,0
901766,Exclusive deal just for you a brand new phone today only! https://tinyurl.com/4132,82,12,1,4,1,0,0,77.3,234.0,19.0,2025-11-03 18:00:00,18,0,1
902058,Exclusive deal just for you instant cashback today only!,56,9,0,0,1,1,0,26.8,54.0,23.0,2025-12-14 06:00:00,6,6,1
904428,Let's catch up tomorrow regarding the timeline. the updated proposal. Let me know.,82,13,0,0,0,0,0,54.3,395.0,3.0,2025-12-14 06:00:00,6,6,0
902697,Can you send the report by end of day? next Monday. Regards.,60,12,0,0,0,0,1,44.2,657.0,7.0,2025-12-13 01:00:00,1,5,0
901922,"Hi, can we reschedule our meeting to Friday evening. Thanks. https://company.portal/docs/6065",93,11,1,4,0,0,2,50.2,247.0,8.0,2025-12-14 18:00:00,18,6,0
901173,Here are the notes from today's discussion. the updated proposal. Let me know.,78,13,0,0,0,0,1,27.1,291.0,7.0,2025-12-11 07:00:00,7,3,0
902427,Payment received successfully for your subscription. next Monday. Let me know.,78,11,0,0,0,0,1,86.8,318.0,11.0,2025-12-05 11:00:00,11,4,0
900326,Click here to verify your account a brand new phone limited time! https://tinyurl.com/5596,90,13,1,4,1,2,0,39.3,148.0,12.0,2025-11-11 14:00:00,14,1,1
901052,Please find the attached invoice for 10:30 AM. Please confirm.,62,10,0,4,0,0,1,86.6,321.0,8.0,2025-11-10 06:00:00,6,0,0
903198,Could you review the document and share feedback? the updated proposal. Regards.,80,12,0,0,0,0,1,54.7,549.0,9.0,2025-10-31 18:00:00,18,4,0
903586,Could you review the document and share feedback? 10:30 AM. Appreciate it.,74,12,0,4,0,0,1,24.8,343.0,3.0,2025-11-26 06:00:00,6,2,0
903135,Can you send the report by end of day? the updated proposal. Let me know.,73,15,0,0,0,0,1,38.5,284.0,9.0,2025-12-23 21:00:00,21,1,0
903910,Could you review the document and share feedback? 10:30 AM. Regards.,68,11,0,4,0,0,1,36.4,357.0,3.0,2025-12-08 07:00:00,7,0,0
901722,Reminder: your appointment is confirmed for 10:30 AM. Let me know. https://company.portal/docs/2199,99,12,1,8,0,0,1,73.8,443.0,10.0,2025-10-31 04:00:00,4,4,0
901197,Please find the attached invoice for next Monday. Regards.,58,9,0,0,0,0,1,47.1,268.0,4.0,2025-11-16 23:00:00,23,6,0
900621,Let's catch up tomorrow regarding the timeline. next Monday. Thanks.,68,10,0,0,0,0,0,76.6,417.0,8.0,2025-11-03 10:00:00,10,0,0
904732,"You've been selected for a cash prize of ₹50,000 limited time! http://promo.example/3192",88,12,1,9,1,2,0,65.1,83.0,14.0,2025-11-08 21:00:00,21,5,1
903127,Can you send the report by end of day? the quarterly review. Regards.,69,13,0,0,0,0,1,31.9,499.0,6.0,2025-12-04 18:00:00,18,3,0
901483,Could you review the document and share feedback? the updated proposal. Let me know.,84,14,0,0,0,0,1,66.5,245.0,5.0,2025-12-13 09:00:00,9,5,0
901190,"Limited offer! Get ₹50,000 ASAP! https://tinyurl.com/4996",57,6,1,9,2,1,0,71.0,130.0,15.0,2025-11-24 04:00:00,4,0,1
900329,You are eligible for a refund of instant cashback now!,54,10,0,0,1,1,0,14.5,54.0,26.0,2025-11-08 13:00:00,13,5,1
900649,Can you send the report by end of day? 10:30 AM. Appreciate it.,63,13,0,4,0,0,1,62.6,,6.0,2025-10-26 08:00:00,8,6,0
901727,Let's catch up tomorrow regarding the timeline. the updated proposal. Regards.,78,11,0,0,0,0,0,46.1,265.0,6.0,2025-11-13 14:00:00,14,3,0
900898,Here are the notes from today's discussion. 10:30 AM. Appreciate it.,68,11,0,4,0,0,1,26.1,311.0,7.0,2025-11-01 21:00:00,21,5,0
901868,"Hi, can we reschedule our meeting to next Monday. Let me know.",62,12,0,0,0,0,2,53.8,374.0,3.0,2025-12-07 12:00:00,12,6,0
901124,Payment received successfully for your subscription. 10:30 AM. Let me know.,75,11,0,4,0,0,1,64.1,139.0,3.0,2025-11-30 16:00:00,16,6,0
902120,Please find the attached invoice for the updated proposal. Regards.,67,10,0,0,0,0,1,49.5,181.0,9.0,2025-12-07 19:00:00,19,6,0
904831,Limited offer! Get free gift cards today only! http://promo.example/6521,72,9,1,4,2,2,0,52.5,56.0,20.0,2025-11-25 21:00:00,21,1,1
902405,Could you review the document and share feedback? Friday evening. Appreciate it.,80,12,0,0,0,0,1,40.1,183.0,11.0,2025-12-06 23:00:00,23,5,0
902901,Could you review the document and share feedback? the quarterly review. Thanks.,79,12,0,0,0,0,1,60.8,380.0,3.0,2025-12-09 13:00:00,13,1,0
904145,Your order has been shipped and will arrive by the updated proposal. Let me know.,81,15,0,0,0,0,1,61.8,418.0,7.0,2025-12-19 17:00:00,17,4,0
902225,Please find the attached invoice for next Monday. Thanks.,57,9,0,0,0,0,1,82.5,373.0,7.0,2025-12-14 21:00:00,21,6,0
903272,Thanks for your help on the project update. 10:30 AM. Thanks.,61,11,0,4,0,0,1,26.2,105.0,11.0,2025-10-31 00:00:00,0,4,0
903604,Thanks for your help on the project update. next Monday. Regards.,65,11,0,0,0,0,1,33.7,139.0,10.0,2025-11-03 21:00:00,21,0,0
904725,Can you send the report by end of day? the quarterly review. Appreciate it.,75,14,0,0,0,0,1,63.4,595.0,9.0,2025-12-08 18:00:00,18,0,0
901520,Limited offer! Get free gift cards ASAP! https://tinyurl.com/6866,65,8,1,4,2,2,0,68.4,79.0,13.0,2025-12-10 02:00:00,2,2,1
902765,Thanks for your help on the project update. Friday evening. Thanks.,67,11,0,0,0,0,1,52.4,303.0,7.0,2025-11-02 16:00:00,16,6,0
903461,Thanks for your help on the project update. 10:30 AM. Appreciate it.,68,12,0,4,0,0,1,47.4,463.0,7.0,2025-12-19 18:00:00,18,4,0
903566,Payment received successfully for your subscription. 10:30 AM. Regards.,71,9,0,4,0,0,1,61.2,394.0,5.0,2025-12-12 21:00:00,21,4,0
901024,Thanks for your help on the project update. 10:30 AM. Appreciate it.,68,12,0,4,0,0,1,59.7,529.0,3.0,2025-11-10 08:00:00,8,0,0
904613,Congratulations! You have won exclusive bonus now! http://bit.ly/1461,69,8,1,4,2,1,0,34.9,157.0,20.0,2025-12-07 05:00:00,5,6,1
904501,"You've been selected for a cash prize of ₹50,000 ASAP! http://bit.ly/3169",73,11,1,9,1,2,0,56.9,103.0,20.0,2025-11-01 03:00:00,3,5,1
904341,Let's catch up tomorrow regarding the timeline. Friday evening. Thanks. https://company.portal/docs/8838,104,11,1,4,0,0,0,89.9,553.0,7.0,2025-11-19 16:00:00,16,2,0
904866,Your order has been shipped and will arrive by the updated proposal. Please confirm.,84,14,0,0,0,0,1,58.9,120.0,7.0,2025-10-28 09:00:00,9,1,0
901984,Click here to verify your account a brand new phone before it expires! http://bit.ly/1219,89,14,1,4,1,2,0,31.9,184.0,22.0,2025-11-29 14:00:00,14,5,1
904385,Please find the attached invoice for Friday evening. Regards.,61,9,0,0,0,0,1,60.4,,9.0,2025-11-18 16:00:00,16,1,0
900810,Please find the attached invoice for Friday evening. Please confirm.,68,10,0,0,0,0,1,63.1,252.0,3.0,2025-12-07 23:00:00,23,6,0
903095,"Hi, can we reschedule our meeting to next Monday. Thanks.",57,10,0,0,0,0,2,67.0,250.0,5.0,2025-11-30 13:00:00,13,6,0
900979,"Hi, can we reschedule our meeting to the updated proposal. Regards.",67,11,0,0,0,0,2,76.8,410.0,4.0,2025-11-01 05:00:00,5,5,0
903814,Could you review the document and share feedback? 10:30 AM. Let me know. https://company.portal/docs/6081,105,14,1,8,0,0,1,70.1,380.0,5.0,2025-11-14 18:00:00,18,4,0
903464,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,59.3,698.0,6.0,2025-11-30 08:00:00,8,6,0
905169,Reminder: your appointment is confirmed for next Monday. Thanks.,64,9,0,0,0,0,1,64.5,992.0,7.0,2025-11-04 18:00:00,18,1,0
902506,Your order has been shipped and will arrive by 10:30 AM. Regards.,65,12,0,4,0,0,1,61.4,361.0,9.0,2025-11-23 23:00:00,23,6,0
904626,Thanks for your help on the project update. the quarterly review. Appreciate it. https://company.portal/docs/4249,113,14,1,4,0,0,1,37.3,287.0,3.0,2025-11-21 22:00:00,22,4,0
903614,"Hi, can we reschedule our meeting to 10:30 AM. Please confirm.",62,11,0,4,0,0,2,56.7,650.0,4.0,2025-10-26 21:00:00,21,6,0
901840,Your order has been shipped and will arrive by the quarterly review. Regards.,77,13,0,0,0,0,1,37.1,204.0,5.0,2025-12-16 12:00:00,12,1,0
902608,Let's catch up tomorrow regarding the timeline. 10:30 AM. Regards.,66,10,0,4,0,0,0,62.4,38.0,4.0,2025-11-19 21:00:00,21,2,0
903659,Thanks for your help on the project update. the updated proposal. Regards.,74,12,0,0,0,0,1,43.0,181.0,6.0,2025-11-02 07:00:00,7,6,0
903048,Thanks for your help on the project update. next Monday. Regards.,65,11,0,0,0,0,1,91.7,317.0,8.0,2025-10-31 12:00:00,12,4,0
904095,Here are the notes from today's discussion. the updated proposal. Let me know.,78,13,0,0,0,0,1,80.9,333.0,8.0,2025-11-22 11:00:00,11,5,0
900175,Your order has been shipped and will arrive by the quarterly review. Please confirm.,84,14,0,0,0,0,1,43.0,720.0,6.0,2025-11-25 15:00:00,15,1,0
902310,Can you send the report by end of day? the updated proposal. Appreciate it.,75,14,0,0,0,0,1,87.6,243.0,7.0,2025-10-25 01:00:00,1,5,0
904328,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,24.0,79.0,3.0,2025-12-22 19:00:00,19,0,0
901704,Please find the attached invoice for the quarterly review. Appreciate it.,73,11,0,0,0,0,1,89.1,640.0,10.0,2025-11-17 05:00:00,5,0,0
904645,Could you review the document and share feedback? Friday evening. Please confirm.,81,12,0,0,0,0,1,54.2,260.0,11.0,2025-11-06 17:00:00,17,3,0
900218,Could you review the document and share feedback? Friday evening. Thanks.,73,11,0,0,0,0,1,64.5,421.0,5.0,2025-11-25 01:00:00,1,1,0
904625,"Hi, can we reschedule our meeting to next Monday. Regards.",58,10,0,0,0,0,2,74.5,465.0,6.0,2025-10-31 09:00:00,9,4,0
904049,Your order has been shipped and will arrive by next Monday. Regards.,68,12,0,0,0,0,1,71.4,443.0,7.0,2025-10-30 12:00:00,12,3,0
901445,Get rich quick with this simple trick exclusive bonus today only! http://promo.example/5739,91,12,1,4,1,1,0,40.8,97.0,19.0,2025-10-26 10:00:00,10,6,1
900691,"Hi, can we reschedule our meeting to 10:30 AM. Let me know.",59,12,0,4,0,0,2,33.4,424.0,3.0,2025-12-11 12:00:00,12,3,0
902025,Your order has been shipped and will arrive by next Monday. Regards.,68,12,0,0,0,0,1,31.2,155.0,1.0,2025-12-10 07:00:00,7,2,0
904477,Let's catch up tomorrow regarding the timeline. the updated proposal. Regards. https://company.portal/docs/5810,111,12,1,4,0,0,0,,369.0,8.0,2025-11-10 03:00:00,3,0,0
902424,Here are the notes from today's discussion. 10:30 AM. Regards.,62,10,0,4,0,0,1,64.9,220.0,5.0,2025-12-01 23:00:00,23,0,0
902909,Reminder: your appointment is confirmed for 10:30 AM. Regards.,62,9,0,4,0,0,1,64.9,687.0,8.0,2025-11-03 22:00:00,22,0,0
901107,"Hi, can we reschedule our meeting to Friday evening. Please confirm.",68,11,0,0,0,0,2,34.6,,8.0,2025-10-28 07:00:00,7,1,0
902884,Thanks for your help on the project update. next Monday. Let me know. https://company.portal/docs/9554,102,14,1,4,0,0,1,56.1,345.0,3.0,2025-11-30 01:00:00,1,6,0
900819,"Hi, can we reschedule our meeting to the updated proposal. Thanks. https://company.portal/docs/4668",99,12,1,4,0,0,2,49.6,684.0,5.0,2025-11-22 22:00:00,22,5,0
901761,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,29.1,272.0,7.0,2025-10-29 14:00:00,14,2,0
900612,Your order has been shipped and will arrive by the quarterly review. Thanks.,76,13,0,0,0,0,1,48.8,260.0,8.0,2025-12-14 23:00:00,23,6,0
903124,Reminder: your appointment is confirmed for 10:30 AM. Please confirm.,69,10,0,4,0,0,1,74.6,372.0,4.0,2025-10-26 17:00:00,17,6,0
903530,Thanks for your help on the project update. the updated proposal. Regards.,74,12,0,0,0,0,1,54.8,173.0,7.0,2025-11-13 01:00:00,1,3,0
904038,Can you send the report by end of day? 10:30 AM. Regards.,57,12,0,4,0,0,1,41.2,638.0,6.0,2025-12-23 23:00:00,23,1,0
900577,Please find the attached invoice for the quarterly review. Regards.,67,10,0,0,0,0,1,69.3,324.0,5.0,2025-11-12 05:00:00,5,2,0
903928,URGENT: Claim your reward now instant cashback ASAP! http://promo.example/1242,78,9,1,4,1,3,0,44.4,4.0,20.0,2025-11-07 00:00:00,0,4,1
904619,Please find the attached invoice for 10:30 AM. Appreciate it.,61,10,0,4,0,0,1,98.6,527.0,6.0,2025-11-07 01:00:00,1,4,0
901181,Here are the notes from today's discussion. the quarterly review. Let me know.,78,13,0,0,0,0,1,50.8,149.0,12.0,2025-12-14 15:00:00,15,6,0
900889,Thanks for your help on the project update. Friday evening. Please confirm.,75,12,0,0,0,0,1,88.6,290.0,1.0,2025-11-10 15:00:00,15,0,0
903406,"Hi, can we reschedule our meeting to the quarterly review. Appreciate it.",73,12,0,0,0,0,2,63.8,798.0,4.0,2025-12-10 02:00:00,2,2,0
902003,Please find the attached invoice for the quarterly review. Appreciate it.,73,11,0,0,0,0,1,83.8,459.0,7.0,2025-11-03 11:00:00,11,0,0
903363,Your order has been shipped and will arrive by Friday evening. Let me know.,75,14,0,0,0,0,1,85.8,404.0,4.0,2025-12-03 06:00:00,6,2,0
900818,Could you review the document and share feedback? Friday evening. Regards.,74,11,0,0,0,0,1,61.2,437.0,8.0,2025-11-05 18:00:00,18,2,0
903581,Limited offer! Get exclusive bonus limited time!,48,7,0,0,2,2,0,61.4,41.0,19.0,2025-11-16 23:00:00,23,6,1
902104,You've been selected for a cash prize of free gift cards today only! https://tinyurl.com/8586,93,14,1,4,1,3,0,49.1,142.0,20.0,2025-11-05 12:00:00,12,2,1
900209,Payment received successfully for your subscription. the quarterly review. Please confirm.,90,11,0,0,0,0,1,75.9,273.0,3.0,2025-11-20 21:00:00,21,3,0
900294,Payment received successfully for your subscription. next Monday. Regards.,74,9,0,0,0,0,1,41.3,234.0,3.0,2025-12-22 02:00:00,2,0,0
901120,Your order has been shipped and will arrive by Friday evening. Appreciate it.,77,13,0,0,0,0,1,45.7,328.0,10.0,2025-12-20 19:00:00,19,5,0
903013,Could you review the document and share feedback? 10:30 AM. Regards.,68,11,0,4,0,0,1,32.4,166.0,10.0,2025-11-04 04:00:00,4,1,0
904324,Payment received successfully for your subscription. 10:30 AM. Appreciate it.,77,10,0,4,0,0,1,52.3,399.0,4.0,2025-11-09 16:00:00,16,6,0
901265,Let's catch up tomorrow regarding the timeline. the quarterly review. Please confirm.,85,12,0,0,0,0,0,53.2,361.0,3.0,2025-11-22 13:00:00,13,5,0
900991,Your order has been shipped and will arrive by the updated proposal. Please confirm.,84,14,0,0,0,0,1,61.0,246.0,6.0,2025-10-27 03:00:00,3,0,0
902654,Could you review the document and share feedback? next Monday. Regards.,71,11,0,0,0,0,1,55.1,303.0,4.0,2025-12-12 18:00:00,18,4,0
901615,Your order has been shipped and will arrive by Friday evening. Appreciate it. https://company.portal/docs/9052,110,14,1,4,0,0,1,44.3,459.0,2.0,2025-11-09 16:00:00,16,6,0
903407,Earn money from home instantly a brand new phone ASAP!,54,10,0,0,1,0,0,61.3,14.0,15.0,2025-12-02 05:00:00,5,1,1
904369,Reminder: your appointment is confirmed for 10:30 AM. Let me know.,66,11,0,4,0,0,1,45.0,236.0,6.0,2025-11-22 08:00:00,8,5,0
901739,"Hi, can we reschedule our meeting to 10:30 AM. Please confirm.",62,11,0,4,0,0,2,60.0,224.0,6.0,2025-11-07 11:00:00,11,4,0
900354,Please find the attached invoice for next Monday. Regards.,58,9,0,0,0,0,1,48.7,298.0,2.0,2025-11-27 02:00:00,2,3,0
903872,Here are the notes from today's discussion. Friday evening. Thanks.,67,10,0,0,0,0,1,41.9,492.0,8.0,2025-11-20 18:00:00,18,3,0
903536,Reminder: your appointment is confirmed for 10:30 AM. Thanks.,61,9,0,4,0,0,1,59.3,1142.0,6.0,2025-11-13 11:00:00,11,3,0
903312,Reminder: your appointment is confirmed for 10:30 AM. Thanks.,61,9,0,4,0,0,1,60.8,189.0,4.0,2025-10-28 21:00:00,21,1,0
901490,Please find the attached invoice for next Monday. Appreciate it.,64,10,0,0,0,0,1,42.8,515.0,4.0,2025-11-02 15:00:00,15,6,0
904999,You are eligible for a refund of exclusive bonus now! http://bit.ly/2745,72,11,1,4,1,1,0,65.0,27.0,19.0,2025-12-03 22:00:00,22,2,1
903012,Reminder: your appointment is confirmed for the updated proposal. Appreciate it.,80,11,0,0,0,0,1,54.2,309.0,6.0,2025-11-06 09:00:00,9,3,0
903318,Exclusive deal just for you a brand new phone ASAP! https://tinyurl.com/5746,76,11,1,4,1,0,0,85.6,60.0,16.0,2025-12-22 17:00:00,17,0,1
901229,Can you send the report by end of day? Friday evening. Regards.,63,12,0,0,0,0,1,53.2,181.0,9.0,2025-12-13 00:00:00,0,5,0
900260,URGENT: Claim your reward now instant cashback before it expires! http://promo.example/7815,91,11,1,4,1,3,0,69.5,160.0,18.0,2025-12-01 21:00:00,21,0,1
905093,Let's catch up tomorrow regarding the timeline. next Monday. Let me know.,73,12,0,0,0,0,0,,354.0,3.0,2025-12-01 15:00:00,15,0,0
902053,Payment received successfully for your subscription. 10:30 AM. Please confirm.,78,10,0,4,0,0,1,54.8,374.0,7.0,2025-10-29 15:00:00,15,2,0
904933,Congratulations! You have won instant cashback limited time! https://tinyurl.com/5948,85,9,1,4,2,1,0,48.1,32.0,23.0,2025-11-23 19:00:00,19,6,1
902253,Let's catch up tomorrow regarding the timeline. Friday evening. Please confirm.,79,11,0,0,0,0,0,51.2,191.0,4.0,2025-12-20 02:00:00,2,5,0
